d61b5477-6ba8-4a41-8c21-0a913378d0a5,10775
e14dd938-cf43-4f90-b1a7-723f380872a5,10750
6cea050e-fe9f-4892-a576-5e95056461c0,10736
abe48797-926c-425d-8bd4-cea7e37e39a2,10775
3c2ffea6-c38f-41d7-a9bd-c9c562957004,10659
f7167cc4-b707-4740-b375-0234b6bd37f1,10688
b97b0788-e041-4b3b-814f-db1a1e6ad871,10696
cdbbd57f-0699-4b72-b787-a930b778b17c,10636
505cd5d4-951e-4fb4-8204-b0140a345e1d,10706
be50d06e-6a10-494a-b321-83a0755a966b,10770
4dd60e80-7f96-484d-8eaa-622036df48fb,10646
61feddf1-00cc-48bf-aba3-6752f687632d,10741
44697c50-0157-4ecb-a8d4-37730a1876ff,10736
022173d6-0d21-4575-a25e-d173ad646523,10665
ae4cdc82-58e9-4ce8-be7f-7bff2fbfab80,10641
a6557ef7-c51f-49cb-b14f-7bcf34444dd1,10680
b9190c7b-e871-4aad-901b-afe26970d9fd,10670
f7bffbca-1a5a-4a82-b7f5-375e758837c9,10676
dd49d573-7210-44a2-a161-b2f1ccc6470c,10690
6f56038e-0d79-499f-a32f-6acc5bc77cb7,10746
fd8b9999-5145-4b0f-ab4d-98aa74d53882,10626
f60b4291-cfa6-491b-b651-a011f5c2dde3,10834
e7ebfdc7-f758-4bf5-ad6c-f69510e2b71d,10716
63519987-718e-40cc-9925-29232f2c051b,10649
50b557d5-ec57-4cff-ae7c-1783e09b55e6,10689
8a61e07d-e8ed-4635-be3c-2f1a9a755cdb,10706
3e3c9d2a-6460-4f88-a184-24dd1b52496d,10645
37d8ef5c-0342-41b9-8397-0598c9e5a9a4,10658
560cf906-3d71-47ba-bcd8-aeea2afdcc58,10650
cc7810e0-4041-4d7c-a482-049d2725434a,10689
07d0b360-3c80-42c3-a373-40b254fabe6f,10656
e7ccb294-072b-49e4-acda-ce39c28d886c,10656
da9c98cf-c7bd-4db7-b152-9bda8f510a4e,10670
f40f80fe-7dca-48d8-860b-4e41912c6ee8,10695
13dd404a-29c4-4a81-ab7b-c7ec44e618b6,10716
47611e9b-a906-447b-aa8b-b35a64fb1c74,10705
87e9772b-9113-439e-9f71-e96138a16b03,10686
e3412d2e-28ce-4bc4-83a8-ae3de81dbc5a,10606
41fb7bd2-7d14-4064-9410-e55aac0d222a,10600
033d9f64-11ec-4bd0-ab46-4abd63ffaf12,10760
0c4f6de3-3235-451a-a17c-35c8d4a48f3b,10600
00b44563-c7a5-4774-a26c-141d21ef7b36,10619
85b7ebc1-1b9b-4759-9bc5-3a34b046a2a7,10620
30e60264-ba4d-46ea-a5ad-ee256d49a568,10670
d8d052ac-69de-4574-b9a4-c295e4a9cdab,10690
8fa31ba4-d393-4ae0-9c42-3e96ccbf9fe2,10589
353ce065-30fb-4b41-80fa-9e023dbdee2b,10670
19f39eac-584f-4384-b6db-648f90e5a6d9,10686
89d23305-b112-4d0a-a9b8-955c7e793b00,10690
d7f9814a-339e-455c-85ef-9808b6a06396,10650
561207ed-878f-4b89-bb37-ac893655a938,10657
a25ae641-90e6-4099-94f2-b8f7873e4305,10660
6242d49b-414b-46df-9056-d05b5df628d3,10730
4a5ebaaf-4f2e-4a1d-b264-faf850327353,10690
7160ccae-8ba8-4a99-b0e1-f21219815d7a,10719
80f563a2-47ad-4180-812f-41a87b06bfad,10759
1e51ebf1-a485-499f-b0a5-b4facdf404cc,10670
0275a757-a774-401f-81e2-46bb07e37b39,10670
53dafd12-79e8-426d-82d0-3a3ebfbb4087,10620
ce53dd37-63d7-4383-8d6f-2a6d20dd4c38,10639
0424abe8-81f6-4c34-aa23-77bb25526513,10629
58665a46-b74a-4a33-8cd6-b23a9b8fc8f9,10658
c375af6f-3cfe-4fda-b03d-a91f41732ea9,10620
e39a3fb6-d335-425e-9578-f7364e7f5af3,10640
e202f23d-a678-43f9-af46-38bda3cc92a8,10698
c11544dd-a181-412f-93a9-3c1fecb25ad7,10600
75a2800d-d5d1-4eaa-9d90-6377f4397739,10669
00a01b6a-b12c-4ada-8420-5400932a8bcd,10779
92c73c08-75a0-448a-bf0c-afb39d6febae,10657
884da017-8337-46a4-bfba-4227f0286aae,10636
7b048a1f-3c6b-47ad-a7d7-c8d75c2b086d,10629
6e6c30fc-6fd6-49d0-a8f5-979fe15c0b31,10665
57b44048-1810-4570-8b4b-a237402282c1,10650
4ba0dc6b-b066-4813-8d65-a0e9c16ad9b8,10690
9305c0ab-92f6-4d07-bb01-ec3747dbcde4,10696
e0406c31-555b-4e66-82ae-f7dfb21f072b,10649
9184485d-bcd0-4662-9ce0-9c8316fc6b6a,10630
d2a8c277-51e4-4ffb-9fc5-546afe3fc92d,10646
cf117adc-a053-48c1-8901-ecdfebaeff63,10686
